,name,phone,price_range,year_in_business,amenities,categories,city_name,city_code,zip_code,updated_at,open_status,website,order_online,rating,rating_count,rating,rating_count,rating
90,Rio Lempa Restaurant,(323) 588-8350,,,['Serves alcohol'],"['Restaurants', 'Family Style Restaurants', 'Latin American Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.807182,OPEN NOW,,,,,,,
91,Na Mama Seafood Feast,(818) 862-5222,2.0,,['Takes reservations'],"['Restaurants', 'Seafood Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:30.206991,OPEN NOW,,,,,,,
92,Panda Garden,(323) 583-1870,1.0,,['Offers outdoor seating'],"['Restaurants', 'Chinese Restaurants', 'Caterers']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.840033,OPEN NOW,,Order Online,,,,,
93,Ariya Thai Kitchen,(323) 589-1245,1.0,18.0,"['Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Thai Restaurants', 'Caterers']",Huntington Park,CA,90255.0,2023-05-16 03:06:08.901247,OPEN NOW,http://www.ariyathaikitchen.net,,5.0,18.0,,,6.79
94,Cojutepeque Restaurant,(323) 587-0093,1.0,,"['Wheelchair accessible', 'Good for groups']","['Restaurants', 'Family Style Restaurants', 'Mexican Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:08.922441,OPEN NOW,http://ordercojutepeque.com,Order Online,5.0,,,,
95,Ciro_s Restaurant,(323) 269-5104,2.0,32.0,"['Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Family Style Restaurants', 'Take Out Restaurants']",Los Angeles,CA,90033.0,2023-05-16 03:13:28.080041,CLOSED NOW,,,5.0,32.0,,,
96,Ok Hong KONG,(323) 581-8744,,26.0,['Wheelchair accessible'],"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:08.964717,OPEN NOW,http://www.hongkongstarmenu.com,,4.0,26.0,,,
97,Mariscos Mi Lindo Sinaloa,(323) 585-2120,2.0,,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Mexican Restaurants', 'Caterers']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.007465,OPEN NOW,,,1.0,,,,
98,Charleys Philly Steaks,(626) 852-9991,2.0,,,"['Restaurants', 'American Restaurants', 'Take Out Restaurants']",Glendora,CA,91740.0,2023-05-16 03:07:44.111510,OPEN NOW,https://www.charleys.com/locations/glendora-plaza,Order Online,,,,,6.67
99,Tacos Al Carbon,(562) 585-2120,,,,"['Restaurants', 'Mexican Restaurants', 'Family Style Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.049205,CLOSED NOW,,,,,,,
100,Restaurante Sorpresa,(323) 921-7158,1.0,9.0,,"['Restaurants', 'Family Style Restaurants', 'Mexican Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.069631,CLOSED NOW,,,,9.0,,,
101,Hibachi Express,(323) 587-5888,1.0,12.0,['Wheelchair accessible'],"['Restaurants', 'Chinese Restaurants', 'Japanese Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.090734,OPEN NOW,,Order Online,,12.0,,,
102,New China Food,(323) 587-5888,,,,"['Restaurants', 'Chinese Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.110721,,,,,,,,
103,Concha Guaja Restaurant,(323) 319-2426,,,,"['Restaurants', 'Family Style Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.131509,OPEN NOW,https://conchagua-restaurant-pupuseria.business.site,,,,,,
104,Rincon Del Ceviche Acapulco,(323) 553-9643,2.0,,,"['Restaurants', 'Mexican Restaurants', 'Seafood Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.152239,CLOSED NOW,http://orderrincondelcevicheacapulco.com,Order Online,,,,,
105,Nick_s Restaurant,(323) 553-9237,,,,"['Restaurants', 'Family Style Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.172619,,,,,,,,
106,Restaurant La Favor,(310) 885-3214,,,,"['Restaurants', 'Mexican Restaurants', 'Latin American Restaurants']",Compton,CA,90221.0,2023-05-16 03:06:25.755191,OPEN NOW,,Order Online,,,,,
107,Teri House,(323) 587-7703,,,"['Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Japanese Restaurants', 'Caterers']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.213843,OPEN NOW,http://www.bambooterihouse.com,,,,,,
108,Industriel,(213) 488-8020,2.0,12.0,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'American Restaurants', 'French Restaurants']",Los Angeles,CA,90017.0,2023-05-16 03:13:28.067772,OPEN NOW,http://www.industrielfarm.com,Order Online,5.0,12.0,,,
109,Dasheng BBQ,(626) 833-0333,2.0,,['Has Wifi'],"['Restaurants', 'Barbecue Restaurants', 'Take Out Restaurants']",Monterey Park,CA,91754.0,2023-05-16 03:06:30.307641,CLOSED NOW,https://dashengtogo.com,,,,,,
110,Wing Far Seafood Corp,(626) 569-9558,,,,"['Restaurants', 'Seafood Restaurants', 'Fish & Seafood-Wholesale']",Monterey Park,CA,91754.0,2023-05-16 03:06:30.330320,OPEN NOW,,,,,,,
111,Golden Corral Restaurants,(562) 925-5557,2.0,50.0,,"['Restaurants', 'Buffet Restaurants', 'American Restaurants']",Bellflower,CA,90706.0,2023-05-16 03:06:33.759799,OPEN NOW,http://www.goldencorral.com,,4.0,50.0,3.5,35.0,6.53
112,Tony_s Donut House,(626) 343-9010,1.0,,['Wheelchair accessible'],"['Restaurants', 'Donut Shops']",Baldwin Park,CA,91706.0,2023-05-16 03:06:55.893282,OPEN NOW,http://tonysdonuthouse.com,Order Online,,,3.0,3.0,
113,Las Islas Marias Numero Cinco,(323) 589-0469,,25.0,['Serves alcohol'],"['Restaurants', 'Pizza', 'Seafood Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.341583,OPEN NOW,https://m.facebook.com/Las-Islas-Marias-Bar-Grill-310787412312019,,,25.0,,,
114,Thea House of Noodle,(323) 581-8744,,13.0,,"['Restaurants', 'Chinese Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.538190,OPEN NOW,,,,13.0,,,
115,El Ranchito Mexican Restaurant,(323) 585-5055,,,['Serves alcohol'],"['Restaurants', 'Mexican Restaurants', 'Caterers']",Huntington Park,CA,90255.0,2023-05-16 03:06:08.736415,OPEN NOW,http://www.avilaselranchito.com,Order Online,4.5,,4.5,24.0,8.41
116,New Hong Kong Combo,(323) 581-9888,1.0,12.0,,"['Restaurants', 'Chinese Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.548762,OPEN NOW,https://www.newhongkongcombo.com,Order Online,,12.0,,,
117,Tokyo Sushi,(323) 587-3577,,,,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.255115,,,,,,,,
118,Daikokuya - Sawtelle,(310) 575-4999,2.0,,['Serves alcohol'],"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",Los Angeles,CA,90064.0,2023-05-16 03:06:07.724324,CLOSED NOW,https://group.bishamon-ten.com/daikokuya/sawtelle,Order Online,3.0,,4.5,273.0,7.83
119,Guajillo Restaurant,(323) 835-6424,1.0,,"['Wheelchair accessible', 'Has Wifi', 'Takes reservations']","['Restaurants', 'Family Style Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.234882,CLOSED NOW,,Order Online,,,,,
120,Vegas Seafood Buffet,(818) 662-9011,2.0,14.0,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Seafood Restaurants', 'Buffet Restaurants']",Glendale,CA,91204.0,2023-05-16 03:06:10.429897,OPEN NOW,http://www.vbuffet.com/glendale,,4.5,14.0,4.0,131.0,6.72
121,La Flor De Izote Restaurant,(323) 581-1806,,29.0,"['Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Family Style Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.928625,OPEN NOW,,,,29.0,,,6.28
122,Conchitas Restaurant,(323) 588-8350,1.0,,['Serves alcohol'],"['Restaurants', 'Family Style Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.818149,OPEN NOW,,,,,,,
123,Hot Mariscos,(323) 589-1588,2.0,,['Takes reservations'],"['Restaurants', 'Barbecue Restaurants', 'Seafood Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.675851,OPEN NOW,,,,,,,
124,Restaurante Y Pupuseria Azucena,(323) 581-0661,1.0,11.0,,"['Restaurants', 'Family Style Restaurants', 'Latin American Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.276800,CLOSED NOW,,Order Online,,11.0,,,
125,Ray_s Bbq,(323) 978-1116,2.0,9.0,['Wheelchair accessible'],"['Restaurants', 'Barbecue Restaurants', 'Caterers']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.320250,CLOSED NOW,http://www.raysbbqhp.com,Order Online,,9.0,4.5,16.0,8.06
126,A & A Chinese Food,(323) 586-0698,1.0,,['Wheelchair accessible'],"['Restaurants', 'Asian Restaurants', 'Chinese Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.559456,OPEN NOW,,,,,,,
127,Jade Siam Restaurants,(323) 589-8391,1.0,32.0,['Wheelchair accessible'],"['Restaurants', 'Thai Restaurants', 'Family Style Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.571157,CLOSED NOW,http://www.jadesiamthaicuisine.com,Order Online,,32.0,5.0,2.0,
128,Double or Nothing Pizza & Pasta,(323) 749-6939,,13.0,,"['Restaurants', 'Pizza', 'Italian Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.584085,OPEN NOW,https://www.doubleornothinpizzaca.com,,,13.0,,,
129,Shakey_s Pizza Parlor,(562) 694-2282,2.0,36.0,"['Good for groups', 'Serves alcohol']","['Restaurants', 'Pizza', 'Take Out Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:50.977629,CLOSED NOW,https://www.shakeys.com/locations/orange/la-habra-pizza-restaurant,Order Online,,36.0,4.0,6.0,7.4
130,Los Pochos,(323) 484-9204,1.0,,,"['Restaurants', 'Family Style Restaurants', 'Caterers']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.649579,CLOSED NOW,,,,,,,
131,Mariscos La Marea,(323) 583-1437,,17.0,,"['Restaurants', 'Seafood Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.699062,CLOSED NOW,https://www.facebook.com/pages/category/Seafood-Restaurant/Mariscos-La-Marea-243259962396323,,,17.0,4.5,2.0,
132,Laki_s Drive In,(323) 583-5301,1.0,48.0,"['Offers outdoor seating', 'Wheelchair accessible']","['Restaurants', 'Hamburgers & Hot Dogs', 'American Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.710266,OPEN NOW,https://www.groupon.com/biz/huntington-park-ca/lakis-drive-in,,,48.0,,,
133,Tom_s Express,(323) 581-8179,,39.0,,"['Restaurants', 'Hamburgers & Hot Dogs', 'American Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.721164,OPEN NOW,,,,39.0,,,
134,WaBa Grill,(562) 908-9222,,,,"['Restaurants', 'Asian Restaurants']",la Puente,CA,91746.0,2023-05-16 03:07:45.738639,,http://www.wabagrill.com,,,,,,
135,Pericos Cuban Gourmet,(323) 588-7475,,,,"['Restaurants', 'Family Style Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.772628,,,,,,,,
136,Gloria_s Restaurant,(323) 581-4781,2.0,38.0,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Family Style Restaurants', 'Fine Dining Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.918065,OPEN NOW,,Order Online,,38.0,4.5,8.0,6.16
137,Mexico 86,(323) 585-8450,2.0,30.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Family Style Restaurants', 'Caterers']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.829705,OPEN NOW,,Order Online,,30.0,,,
138,Hungry Samurai,(323) 589-0434,1.0,,['Wheelchair accessible'],"['Restaurants', 'Japanese Restaurants', 'Sushi Bars']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.862567,CLOSED NOW,,,,,,,
139,Gorditas La Nortena,(323) 584-0275,1.0,22.0,['Wheelchair accessible'],"['Restaurants', 'Family Style Restaurants', 'Mexican Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.873371,CLOSED NOW,,Order Online,,22.0,,,
140,Las Villas Restaurant,(323) 582-1184,2.0,35.0,"['Offers outdoor seating', 'Serves alcohol']","['Restaurants', 'Family Style Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.884359,OPEN NOW,,Order Online,,35.0,,,
141,Cojutepeque Restaurant No2,(323) 588-7245,2.0,12.0,['Serves alcohol'],"['Restaurants', 'Family Style Restaurants', 'Latin American Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.895161,OPEN NOW,,,1.0,12.0,,,
142,Sizzler,(626) 934-8400,,65.0,"['Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Steak Houses', 'American Restaurants']",La Puente,CA,91744.0,2023-05-16 03:07:45.367047,OPEN NOW,,,5.0,65.0,,,
143,5 Star Deli,(323) 589-7282,,,,"['Restaurants', 'Delicatessens', 'Caterers']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.795752,CLOSED NOW,,,,,,,
144,Andy_s,(323) 581-4077,1.0,34.0,"['Offers outdoor seating', 'Wheelchair accessible']","['Restaurants', 'Hamburgers & Hot Dogs', 'American Restaurants']",Huntington Park,CA,90255.0,2023-05-16 03:06:09.939019,OPEN NOW,,,,34.0,2.0,1.0,
145,Yoshinoya,(714) 680-0800,,124.0,,"['Restaurants', 'Japanese Restaurants']",Fullerton,CA,92831.0,2023-05-16 03:07:52.872912,OPEN NOW,http://www.yoshinoyaamerica.com,Order Online,3.0,124.0,4.0,7.0,
146,Crossroads Kitchen,(323) 782-9245,3.0,10.0,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Mediterranean Restaurants', 'Vegan Restaurants']",Los Angeles,CA,90046.0,2023-05-16 03:06:07.735594,OPEN NOW,http://www.crossroadskitchen.com,Order Online,,10.0,4.5,326.0,9.0
147,Islands,(714) 256-1666,,41.0,,"['Restaurants', 'American Restaurants', 'Hamburgers & Hot Dogs']",Brea,CA,92821.0,2023-05-16 03:07:48.704925,,http://www.islandsrestaurants.com,,,41.0,4.0,40.0,8.11
148,Teriyaki Me,(818) 507-0812,1.0,17.0,['Wheelchair accessible'],"['Restaurants', 'Japanese Restaurants', 'Caterers']",Glendale,CA,91203.0,2023-05-16 03:06:10.949411,OPEN NOW,,,4.5,17.0,5.0,8.0,7.45
149,Akuma Restaurant,(818) 396-5604,1.0,9.0,"['Good for groups', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Japanese Restaurants']",Glendale,CA,91203.0,2023-05-16 03:06:10.974027,OPEN NOW,,Order Online,4.5,9.0,,,6.17
150,Old Village Restaurant,(818) 551-2000,2.0,12.0,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Family Style Restaurants', 'Middle Eastern Restaurants']",Glendale,CA,91204.0,2023-05-16 03:06:10.590742,CLOSED NOW,,,3.0,12.0,,,
151,Wow Bao,(626) 338-0610,2.0,,,"['Restaurants', 'Asian Restaurants', 'Chinese Restaurants']",West Covina,CA,91790.0,2023-05-16 03:07:41.477285,,https://wowbao.com,Order Online,,,,,
152,Mediterranean Grill,(818) 240-8833,,,"['Offers outdoor seating', 'Wheelchair accessible']","['Restaurants', 'Mediterranean Restaurants', 'Bar & Grills']",Glendale,CA,91203.0,2023-05-16 03:06:10.631823,CLOSED NOW,,,4.5,,,,
153,Fresco Ristorante,(818) 247-5541,2.0,32.0,"['Serves alcohol', 'Takes reservations']","['Restaurants', 'Italian Restaurants', 'Caterers']",Glendale,CA,91204.0,2023-05-16 03:06:10.652101,CLOSED NOW,http://www.frescoristorante.com,Order Online,4.5,32.0,,,
154,CrepeMaker,(818) 243-1445,1.0,,"['Offers outdoor seating', 'Wheelchair accessible']","['Restaurants', 'American Restaurants', 'French Restaurants']",Glendale,CA,91210.0,2023-05-16 03:06:10.672807,OPEN NOW,http://crepemaker.com,,5.0,,4.0,4.0,
155,Yerevan Restaurant,(818) 551-1110,2.0,21.0,['Takes reservations'],"['Restaurants', 'Mediterranean Restaurants', 'Caterers']",Glendale,CA,91201.0,2023-05-16 03:06:10.694981,,,,2.0,21.0,,,
156,Gennaro_s Ristorante,(818) 243-6231,3.0,36.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Italian Restaurants', 'Caterers']",Glendale,CA,91202.0,2023-05-16 03:06:10.715624,CLOSED NOW,,Order Online,5.0,36.0,,,
157,Georges Cucina Italiana,(818) 246-7777,2.0,22.0,"['Serves alcohol', 'Takes reservations']","['Restaurants', 'Pizza', 'Italian Restaurants']",Glendale,CA,91201.0,2023-05-16 03:06:10.736416,OPEN NOW,http://www.georgescucina.com,,3.5,22.0,4.0,30.0,8.1
158,Golden Fork Restaurant,(818) 240-0040,2.0,11.0,"['Offers outdoor seating', 'Has Wifi', 'Takes reservations']","['Restaurants', 'Family Style Restaurants', 'Caterers']",Glendale,CA,91205.0,2023-05-16 03:06:10.757287,OPEN NOW,http://www.goldenforkcafe.com,,5.0,11.0,4.0,1.0,
159,L.A. Italian Kitchen,(818) 246-4121,1.0,25.0,['Has Wifi'],"['Restaurants', 'Pizza', 'Italian Restaurants']",Glendale,CA,91210.0,2023-05-16 03:06:10.816402,OPEN NOW,http://www.laitaliankitchen.com,,3.0,25.0,,,
160,Conrad_s Restaurant,(818) 246-6547,2.0,44.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'American Restaurants', 'Restaurant Menus']",Glendale,CA,91203.0,2023-05-16 03:06:10.452002,,,,4.0,44.0,,,
161,El Morfi Grill,(818) 547-4420,2.0,32.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Latin American Restaurants', 'Mexican Restaurants']",Glendale,CA,91203.0,2023-05-16 03:06:10.861517,CLOSED NOW,http://www.elmorfigrillla.com,Order Online,4.0,32.0,4.5,27.0,7.65
162,Ninos Pizza Italian Restaurant,(818) 240-3663,2.0,33.0,,"['Restaurants', 'Italian Restaurants', 'Caterers']",Glendale,CA,91201.0,2023-05-16 03:06:10.878997,OPEN NOW,http://www.ninoslongbeach.com,,,33.0,3.5,6.0,
163,Outback Steakhouse,(714) 990-8100,2.0,27.0,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Steak Houses', 'American Restaurants']",Brea,CA,92821.0,2023-05-16 03:07:48.749048,OPEN NOW,https://locations.outback.com/california/brea/30-pointe-dr.?utm_source=gmb&utm_medium=local_search&utm_campaign=website_cta&y_source=1_MTU1MDI1MzYtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,,4.0,27.0,3.5,44.0,7.43
164,Trimana,(310) 322-0400,1.0,22.0,['Offers outdoor seating'],"['Restaurants', 'Family Style Restaurants', 'Caterers']",El Segundo,CA,90245.0,2023-05-16 03:07:09.917131,CLOSED NOW,http://www.trimana.com,,,22.0,,,
165,Foxy_s Restaurant,(818) 246-0244,2.0,41.0,"['Offers outdoor seating', 'Good for groups', 'Has Wifi', 'Serves alcohol']","['Restaurants', 'Breakfast, Brunch & Lunch Restaurants', 'American Restaurants']",Glendale,CA,91204.0,2023-05-16 03:06:10.508500,OPEN NOW,https://www.foxysrestaurant.com/?y_source=1_NjUzNzQ1NDctNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,Order Online,4.5,41.0,4.5,452.0,7.95
166,L&L Hawaiian Barbecue,(562) 905-0188,1.0,26.0,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Good for families']","['Restaurants', 'Hawaiian Restaurants', 'Barbecue Restaurants']",La Habra,CA,90631.0,2023-05-16 03:07:49.873937,OPEN NOW,http://www.hawaiianbarbecue.com,Order Online,,26.0,3.5,9.0,7.31
167,Damon_s Steak House,(818) 507-1510,2.0,13.0,"['Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations', 'Good for families']","['Restaurants', 'Steak Houses', 'Seafood Restaurants']",Glendale,CA,91203.0,2023-05-16 03:06:10.549569,OPEN NOW,http://www.damonsglendale.com,Order Online,4.0,13.0,4.0,239.0,7.94
168,Lucy_s Pizza & Burgers,(818) 241-6330,1.0,,"['Wheelchair accessible', 'Has Wifi']","['Restaurants', 'Pizza', 'Caterers']",Glendale,CA,91205.0,2023-05-16 03:06:10.611389,OPEN NOW,,,5.0,,4.5,6.0,
169,Caravan Restaurant,(818) 550-9951,2.0,21.0,"['Offers outdoor seating', 'Has Wifi', 'Takes reservations']","['Restaurants', 'Family Style Restaurants', 'Caterers']",Glendale,CA,91202.0,2023-05-16 03:06:10.839626,CLOSED NOW,,Order Online,,21.0,4.5,2.0,
170,BJ_s Restaurant & Brewery,(818) 844-0160,2.0,45.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'American Restaurants', 'Take Out Restaurants']",Glendale,CA,91203.0,2023-05-16 03:06:10.916245,OPEN NOW,http://www.bjsbrewhouse.com,,4.0,45.0,3.5,77.0,7.38
171,Glendale Pho Co.,(818) 243-8867,1.0,20.0,['Wheelchair accessible'],"['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']",Glendale,CA,91205.0,2023-05-16 03:06:10.961949,OPEN NOW,http://www.glendalephoco.com,Order Online,4.0,20.0,4.5,22.0,8.36
172,Chinda Barbeque & Restaurant,(818) 247-1851,1.0,35.0,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Barbecue Restaurants', 'Family Style Restaurants']",Glendale,CA,91201.0,2023-05-16 03:06:10.569951,CLOSED NOW,,,,35.0,,,6.02
173,Page_s Restaurants,(818) 995-7557,,,,"['Restaurants', 'Family Style Restaurants']",Encino,CA,91436.0,2023-05-16 03:06:48.341473,,,,,,,,
174,Min_s Kitchen,(818) 790-6074,,,,"['Restaurants', 'Take Out Restaurants', 'Fast Food Restaurants', 'Thai Restaurants']",,,,2023-05-16 03:06:54.282588,,,,5.0,,,,
175,Monsieur Marcel,(323) 939-7792,2.0,12.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Continental Restaurants', 'Caterers']",Los Angeles,CA,90036.0,2023-05-16 03:06:07.747239,OPEN NOW,http://www.mrmarcel.com,Order Online,,12.0,4.5,258.0,9.02
176,Zono Sushi,(818) 507-4819,2.0,32.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Sushi Bars', 'Bars']",Glendale,CA,91206.0,2023-05-16 03:06:11.103266,OPEN NOW,,Order Online,4.5,32.0,4.0,24.0,6.2
